id,gender,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
49,male,1.0386282,-0.39089203,-0.17788143,-0.4689345,-0.6518631,-0.25854445,0.20217243,0.28128853,0.20131452
50,male,1.6398178,0.55350715,-0.04257102,0.17187776,-0.6338944,-0.17120521,0.4505922,1.3998392,-0.06504786
51,male,1.5224864,0.7649945,0.25277784,-0.48440182,-0.62263644,-0.10959678,0.4490966,0.9370943,-0.14763393
52,male,1.8813864,0.57704115,-0.2104461,0.43049744,-0.39612296,-0.22913802,0.05549164,1.201936,-0.06554503
53,male,1.6827754,0.1676202,-0.3506399,0.42246598,-0.40192163,-0.28801402,-0.08615141,0.9459833,0.054816652
54,male,1.0532382,0.16727816,0.17908455,-0.65033835,-0.84574777,-0.1274628,0.7337548,0.89799607,0.016837118
55,male,0.97742933,-0.3282442,-0.06886476,-0.74937564,-0.6897364,-0.23297215,0.21605444,0.12748975,0.15097547
56,male,1.1920663,0.38391224,0.20689447,-0.48069072,-0.84522456,-0.10522598,0.81937623,1.1932473,-0.042072818
57,male,1.3172153,0.06450548,-0.061433792,-0.4414687,-0.5803481,-0.23192303,0.061895955,0.35219532,0.07017009
58,male,1.278031,0.043581158,-0.072564214,-0.2735631,-0.67352843,-0.20880449,0.355935,0.735981,0.08817412
59,male,1.1593696,0.11493027,0.0676912,-0.47626808,-0.7448663,-0.16761282,0.53691876,0.78777546,0.06055575
60,male,1.2998484,0.17210202,-0.0061589787,-0.21769792,-0.65085834,-0.19637847,0.39387947,0.83916146,0.09038904
61,male,1.3547176,-0.05375057,-0.19595811,-0.1618065,-0.5101426,-0.263803,0.028447572,0.46349558,0.12846673
62,male,1.3566628,0.27725098,0.027891055,-0.2432942,-0.68641716,-0.18079375,0.4229749,0.9050218,0.04307722
63,male,1.2286587,0.027086297,-0.026512193,-0.31102002,-0.64331156,-0.22396456,0.26674083,0.5622512,0.16641258
64,male,1.5194931,0.36586937,-0.009617306,-0.3329581,-0.52483565,-0.21207182,0.024133518,0.51139164,-0.016298663
65,male,1.4303378,0.19425751,-0.06405189,-0.3156501,-0.48083463,-0.22917153,0.026344992,0.42084515,0.050671503
