food_name,gender,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
나뚜루녹차초콜릿바,male,0.24171805938583077,-0.28159852710016126,-0.14018088658439484,-0.2194940501056615,0.7078873501702077,-0.590014835563822,-0.3716201942178501,-0.19176254734603967,-0.10805155678611783
나뚜루다크초콜릿바,male,0.31857236471650724,-0.2954884686090292,-0.15980677695333487,-0.26063113534869553,0.683974786841191,-0.5822703958172573,-0.3539287398972307,-0.1679724226659913,-0.08721559870096487
나뚜루듀오스트로베리&라스베리,male,-0.010357116893339912,-0.34047138996629683,-0.11577022682631007,-0.147524120967855,0.7159027827042876,-0.46593712523315733,-0.253753623502602,-0.09805655729087813,-0.02195931686651097
딸기초콜릿바,male,0.23141298434134994,-0.19633876353454324,-0.11827458661483717,-0.19432161631707293,0.7415406846631997,-0.6170488319579289,-0.3781421919334743,-0.16225529101085848,-0.10744193814363828
나뚜루럼진저레이즌,male,-0.021560664841155524,-0.3855729432817465,-0.07557617596502536,-0.06425147129550597,0.8788084751178199,-0.5159298029156417,-0.27894598766441603,-0.04023842574064607,0.022373202719691974
나뚜루리치더블치즈,male,0.14480824149744298,-0.43037234969659005,-0.08085148344245621,-0.03710111165684639,0.8251198486851051,-0.48214264310407157,-0.2964374301747301,-0.09545780859370052,-0.014837914729448488
나뚜루마다가스카르바닐라콘,male,0.030513399038592445,-0.04493918125010725,-0.15556713611728384,-0.2436386256307219,0.32743334390336176,-0.38449565862471097,-0.22674494390491015,-0.14911024582128346,-0.10485565808046299
나뚜루미니바컬렉션,male,0.2563051720073798,-0.3041999536846121,-0.15821334407648557,-0.25099801094453644,0.6624273241460085,-0.5756603870583472,-0.35703103930509067,-0.16146143104578678,-0.07527652103841732
나뚜루밀크&쿠키바,male,0.173997612560745,0.006152461000651959,-0.20390530965854572,-0.35041270788075024,0.18472708192332618,-0.44214536200494753,-0.307344736022487,-0.24685855774447418,-0.17854363751209262
나뚜루바닐라,male,0.06845026604114028,-0.5191930142762385,-0.07848156629324109,-0.060035418487332556,1.0051352147406387,-0.5580430865058713,-0.3085085122308341,-0.057680569044457314,0.02927619103224808
나뚜루바닐라&아몬드바,male,0.4064965112895697,-0.3448359346749086,-0.19137412054067954,-0.3238001105768272,0.6606011870356774,-0.5935270931379761,-0.3710386309401876,-0.2318268212462503,-0.1247692736801426
